Movie Name,Released Date,Genre,MPAA Rating,Year Gross,Tickets Sold
Unbreakable,"Nov 22, 2000",Thriller/Suspense,PG-13,"$4,965,347","877,269"
Billy Elliot,"Oct 13, 2000",Drama,R,"$4,900,058","865,734"
Cirque du Soleil - Journey …,"May 5, 2000",Musical,G,"$4,486,314","792,634"
On the Line,"Oct 26, 2001",Romantic Comedy,PG,"$4,365,455","771,281"
Glitter,"Sep 21, 2001",Drama,PG-13,"$4,273,372","755,012"
With a Friend Like Harry,"Oct 13, 2000",Thriller/Suspense,R,"$4,036,980","713,247"
The Anniversary Party,"Jun 8, 2001",Drama,R,"$4,013,506","709,100"
Galapagos,"Oct 29, 1999",Documentary,Not Rated,"$3,511,940","620,484"
Haunted Castle,"Mar 2, 2001",Horror,PG,"$3,322,259","586,971"
Pootie Tang,"Jun 29, 2001",Comedy,PG-13,"$3,293,258","581,847"
Monty Python and the Holy G…,"May 10, 1975",Comedy,PG,"$3,194,949","564,478"
Soul Survivors,"Sep 7, 2001",Horror,PG-13,"$3,100,650","547,818"
Songcatcher,"Jun 15, 2001",Drama,PG-13,"$3,050,934","539,034"
Malena,"Dec 22, 2000",Drama,R,"$2,956,419","522,335"
Kabhi Khushi Kabhie Gham,"Dec 14, 2001",Drama,Not Rated,"$2,862,000","505,653"
In the Mood for Love,"Feb 2, 2001",Drama,PG,"$2,734,044","483,046"
T-Rex: Back to the Cretaceous,"Oct 23, 1998",Adventure,Not Rated,"$2,670,854","471,882"
Waking Life,"Oct 19, 2001",Drama,R,"$2,589,639","457,533"
Himalaya - l'enfance d'un chef,"Nov 17, 2000",Drama,Not Rated,"$2,362,018","417,317"
Sidewalks of New York,"Nov 21, 2001",Comedy,R,"$2,343,532","414,051"
Gabriela,"Mar 16, 2001",Drama,R,"$2,310,714","408,253"
Gosford Park,"Dec 26, 2001",Comedy,R,"$2,193,544","387,551"
Innocence,"Aug 17, 2001",Drama,R,"$2,158,188","381,305"
Novocaine,"Nov 16, 2001",Comedy,R,"$2,025,238","357,815"
Carman: The Champion,"Mar 2, 2001",Drama,PG-13,"$1,743,863","308,103"
Under the Sand,"May 4, 2001",Drama,Not Rated,"$1,444,667","255,241"
Best in Show,"Sep 27, 2000",Comedy,PG-13,"$1,441,606","254,700"
Greenfingers,"Jul 27, 2001",Comedy,R,"$1,439,287","254,290"
Divided We Fall,"Jun 8, 2001",Drama,PG-13,"$1,320,112","233,235"
Nuit de Noces,"Jun 1, 2001",Comedy,Not Rated,"$1,238,180","218,759"
L.I.E.,"Sep 7, 2001",Drama,Open,"$1,136,179","200,738"
The Center of the World,"Apr 20, 2001",Drama,Not Rated,"$1,096,037","193,646"
The Debut,"Mar 16, 2001",Comedy,R,"$1,079,006","190,637"
Gladiator,"May 5, 2000",Action,R,"$1,073,753","189,709"
Extreme Days,"Sep 28, 2001",Action,PG,"$1,047,553","185,080"
Liam,"Sep 21, 2001",Drama,R,"$1,016,021","179,509"
Together,"May 10, 2001",Comedy,R,"$1,010,208","178,481"
All Over the Guy,"Aug 10, 2001",Romantic Comedy,R,"$1,006,969","177,909"
Les Boys III,"Nov 30, 2001",Comedy,Not Rated,"$995,000","175,795"
American Desi,"Mar 16, 2001",Romantic Comedy,Not Rated,"$902,835","159,511"
Der Krieger und die Kaiserin,"Jun 22, 2001",Drama,R,"$871,058","153,897"
Brigham City,"Apr 6, 2001",Thriller/Suspense,PG-13,"$852,206","150,566"
Lagaan,"Jun 15, 2001",Musical,PG,"$835,767","147,662"
An American Rhapsody,"Aug 10, 2001",Drama,PG-13,"$806,375","142,469"
Va Savoir (Who Knows?),"Sep 28, 2001",Romantic Comedy,PG-13,"$795,498","140,547"
The Business of Strangers,"Dec 7, 2001",Drama,R,"$782,975","138,334"
Chunhyang,"Dec 29, 2000",Drama,R,"$782,033","138,168"
Yi Yi,"Oct 6, 2000",Drama,Not Rated,"$765,319","135,215"
The Man Who Cried,"May 25, 2001",Drama,R,"$747,092","131,995"
Faithless,"Jan 26, 2001",Drama,R,"$734,597","129,787"
Asoka,"Oct 26, 2001",Drama,R,"$702,777","124,165"
Panic,"Dec 1, 2000",Drama,R,"$696,742","123,099"
Happy Accidents,"Aug 24, 2001",Romantic Comedy,R,"$688,523","121,647"
The Legend of Rita,"Jan 26, 2001",Drama,Not Rated,"$666,565","117,767"
Dayereh,"Mar 9, 2001",Drama,Not Rated,"$658,801","116,395"
Alien Adventure,"Apr 14, 2000",Comedy,Not Rated,"$648,409","114,559"
Yaadein,"Jul 27, 2001",Drama,Not Rated,"$645,615","114,066"
15 février 1839,"Jan 26, 2001",Drama,Not Rated,"$640,790","113,213"
Dinner Rush,"Sep 28, 2001",Drama,R,"$638,227","112,760"
Blow Dry,"Mar 7, 2001",Comedy,R,"$637,769","112,680"
The Taste of Others,"Feb 9, 2001",Romantic Comedy,R,"$635,282","112,240"
My First Mister,"Oct 12, 2001",Drama,R,"$616,242","108,876"
Little Nicky,"Nov 10, 2000",Comedy,PG-13,"$594,247","104,990"
Almost Famous,"Sep 15, 2000",Comedy,R,"$583,343","103,064"
Bread and Roses,"May 11, 2001",Drama,R,"$536,465","94,781"
I'm the One That I Want,"Aug 4, 2000",Concert/Perfor…,Not Rated,"$531,272","93,864"
Fat Girl,"Oct 12, 2001",Drama,Not Rated,"$514,100","90,830"
Big Eden,"Jun 1, 2001",Drama,PG-13,"$512,451","90,539"
The Devil's Backbone,"Nov 21, 2001",Horror,R,"$453,067","80,047"
Brother,"Jul 20, 2001",Thriller/Suspense,R,"$450,594","79,610"
The Affair of the Necklace,"Nov 30, 2001",Drama,R,"$425,202","75,124"
Donnie Darko,"Jun 4, 2004",Drama,R,"$423,244","74,778"
Le pacte des loups,"Jan 11, 2002",Action,R,"$401,634","70,960"
Monster's Ball,"Dec 26, 2001",Drama,R,"$385,688","68,142"
A Hard Day's Night,"Aug 11, 1964",Comedy,G,"$383,853","67,818"
Drôle de Félix,"Jun 15, 2001",Comedy,Not Rated,"$358,287","63,301"
Across The Sea of Time,"Oct 20, 1995",Adventure,G,"$340,205","60,106"
No Man's Land,"Dec 7, 2001",Drama,R,"$302,755","53,490"
Wet Hot American Summer,"Jul 27, 2001",Comedy,R,"$292,102","51,608"
Ginger Snaps,"May 11, 2001",Horror,Not Rated,"$284,063","50,187"
Trembling Before G-D,"Oct 26, 2001",Documentary,Not Rated,"$281,541","49,742"
Space Cowboys,"Aug 4, 2000",Adventure,PG-13,"$274,158","48,437"
Wings of Courage,"Apr 21, 1995",Drama,G,"$259,511","45,850"
2001: A Space Odyssey,"Apr 2, 1968",Adventure,G,"$239,621","42,336"
High Heels and Low Lifes,"Oct 26, 2001",Comedy,R,"$226,792","40,069"
The 6th Day,"Nov 17, 2000",Action,PG-13,"$226,067","39,941"
Kandahar,"Dec 14, 2001",Drama,Not Rated,"$218,063","38,527"
Red Planet,"Nov 10, 2000",Action,PG-13,"$215,481","38,070"
Catfish in Black Bean Sauce,"Jun 9, 2000",Comedy,PG-13,"$207,990","36,747"
"Fast Food, Fast Women","May 18, 2001",Comedy,Not Rated,"$188,686","33,336"
The Fluffer,"Nov 16, 2001",Drama,R,"$186,571","32,963"
About Adam,"May 11, 2001",Comedy,R,"$151,559","26,777"
La Bûche,"Nov 17, 2000",Comedy,Not Rated,"$150,977","26,674"
Company Man,"Mar 9, 2001",Comedy,PG-13,"$146,028","25,800"
Boys to Men,"Apr 27, 2001",Drama,Not Rated,"$144,765","25,576"
A Time for Drunken Horses,"Oct 27, 2000",Drama,Not Rated,"$143,542","25,360"
Place Vendome,"Aug 18, 2000",Drama,Not Rated,"$142,191","25,122"
Bounce,"Nov 17, 2000",Drama,PG-13,"$129,783","22,929"
I Am Sam,"Dec 28, 2001",Drama,PG-13,"$111,089","19,627"
Downtown 81,"Jul 13, 2001",Drama,Not Rated,"$100,293","17,719"
Better than Sex,"Oct 26, 2001",Romantic Comedy,R,"$94,940","16,773"
Cure,"Jul 6, 2001",Horror,Not Rated,"$94,596","16,713"
ABCD,"Nov 30, 2001",Drama,Not Rated,"$83,372","14,730"
Dekalog,"Jun 9, 2000",Drama,Not Rated,"$82,247","14,531"
Best Man in Grass Creek,"Apr 20, 2001",Romantic Comedy,PG,"$81,760","14,445"
Hit & Runway,"Mar 2, 2001",Comedy,Not Rated,"$81,097","14,328"
La Ciénaga,"Oct 5, 2001",Comedy,Not Rated,"$68,297","12,066"
Mademoiselle,"Jun 15, 2001",Romantic Comedy,Not Rated,"$60,859","10,752"
Beautiful Creatures,"Apr 6, 2001",Comedy,R,"$55,381","9,784"
Cet obscur objet du desir,"Jul 13, 2001",Documentary,R,"$55,261","9,763"
The Million Dollar Hotel,"Feb 2, 2001",Drama,R,"$52,526","9,280"
The Amati Girls,"Jan 19, 2001",Drama,PG,"$47,767","8,439"
Aberdeen,"Aug 17, 2001",Drama,Not Rated,"$46,296","8,179"
Jackpot,"Jul 27, 2001",Drama,R,"$44,452","7,853"
Bob le flambeur,"Jan 1, 1959",Drama,PG,"$41,010","7,245"
Simon Magus,"Mar 9, 2001",N/A,Not Rated,"$38,214","6,751"
Baran,"Dec 7, 2001",Drama,PG,"$35,801","6,325"
The American Astronaut,"Oct 12, 2001",Musical,Not Rated,"$33,064","5,841"
The Basket,"May 5, 2000",Drama,PG,"$32,980","5,826"
Suzhou River,"Nov 8, 2000",Drama,Not Rated,"$32,744","5,785"
Auggie Rose,"May 18, 2001",Drama,R,"$31,200","5,512"
La baie des anges,"Nov 23, 1963",Drama,Not Rated,"$29,855","5,274"
Sunshine,"Dec 17, 1999",Drama,R,"$28,470","5,030"
Adanggaman,"Jul 13, 2001",Drama,Not Rated,"$27,760","4,904"
Cleopatra's Second Husband,"Sep 29, 2000",Drama,Not Rated,"$27,309","4,824"
Maze,"Nov 9, 2001",Drama,R,"$26,918","4,755"
The Broken Hearts Club: A R…,"Sep 29, 2000",Comedy,R,"$25,400","4,487"
Nationale 7,"Jan 19, 2001",Comedy,Not Rated,"$25,076","4,430"
"South of Heaven, West of Hell","Dec 15, 2000",Western,R,"$24,315","4,295"
An Everlasting Piece,"Dec 22, 2000",Comedy,R,"$22,305","3,940"
Forgive Me Father,"Jan 26, 2001",Drama,R,"$20,840","3,681"
Café Olé,"Jun 8, 2001",Romantic Comedy,Not Rated,"$20,610","3,641"
Bangkok Dangerous,"Oct 19, 2001",Action,R,"$19,676","3,476"
Jabberwocky,"Sep 28, 2001",Adventure,R,"$19,242","3,399"
Du rififi chez les hommes,"Sep 2, 2015",Thriller/Suspense,Not Rated,"$15,945","2,817"
à bout de souffle,"Apr 21, 2000",Drama,Not Rated,"$15,711","2,775"
Born Romantic,"Sep 28, 2001",Comedy,R,"$14,597","2,578"
Luna Papa,"Jan 12, 2001",Comedy,Not Rated,"$13,930","2,461"
Otomo,"Nov 7, 2001",Drama,Not Rated,"$13,432","2,373"
Rembrandt,"Mar 23, 2001",Drama,Not Rated,"$12,419","2,194"
Trouble Every Day,"Nov 30, 2001",Horror,Not Rated,"$9,788","1,729"
Amy,"Feb 2, 2001",Comedy,PG-13,"$7,880","1,392"
The River,"Jul 27, 2001",Drama,Not Rated,"$6,087","1,075"
Blue Moon,"Nov 3, 2000",Comedy,PG-13,"$4,548",803
Fever,"Feb 2, 2001",Thriller/Suspense,R,"$4,068",718
Burlesk King,"Jun 30, 2000",Drama,Not Rated,"$3,244",573
Rat,"Apr 20, 2001",Comedy,Not Rated,"$2,501",441
Mauvais sang,"Apr 27, 2001",Drama,Not Rated,"$2,075",366
Under Suspicion,"Sep 22, 2000",Thriller/Suspense,R,"$2,010",355
Du pic au coeur,"Feb 9, 2001",Romantic Comedy,Not Rated,"$1,775",313
"Blood, Friends and Money","Sep 22, 2000",Horror,Not Rated,$982,173
Geboren in Absurdistan,"Jan 26, 2001",Comedy,Not Rated,$976,172
Star Wars Ep. II: Attack of…,"May 16, 2002",Adventure,PG,"$310,676,740","53,472,760"
Signs,"Aug 2, 2002",Thriller/Suspense,PG-13,"$227,750,028","39,199,660"
Austin Powers in Goldmember,"Jul 25, 2002",Comedy,PG-13,"$213,117,789","36,681,202"
Ice Age,"Mar 15, 2002",Adventure,PG,"$176,387,405","30,359,277"
Lilo & Stitch,"Jun 21, 2002",Adventure,PG,"$145,771,527","25,089,763"
xXx,"Aug 9, 2002",Action,PG-13,"$141,930,000","24,428,571"
The Santa Clause 2,"Nov 1, 2002",Adventure,G,"$138,277,797","23,799,965"
Sweet Home Alabama,"Sep 27, 2002",Comedy,PG-13,"$126,086,880","21,701,700"
8 Mile,"Nov 8, 2002",Drama,R,"$115,270,265","19,839,976"
Panic Room,"Mar 29, 2002",Thriller/Suspense,R,"$95,308,367","16,404,193"
Spy Kids 2: The Island of L…,"Aug 7, 2002",Adventure,PG,"$85,570,368","14,728,118"
Maid in Manhattan,"Dec 13, 2002",Romantic Comedy,PG-13,"$76,328,613","13,137,454"
E.T. the Extra-Terrestrial,"Jun 11, 1982",Adventure,PG,"$75,752,422","13,038,282"
The Rookie,"Mar 29, 2002",Drama,G,"$75,600,072","13,012,060"
Barbershop,"Sep 13, 2002",Comedy,PG-13,"$75,228,991","12,948,191"
Spirit: Stallion of the Cim…,"May 24, 2002",Adventure,G,"$73,215,310","12,601,602"
John Q.,"Feb 15, 2002",Thriller/Suspense,PG-13,"$71,026,631","12,224,893"
Two Weeks Notice,"Dec 20, 2002",Romantic Comedy,PG-13,"$68,810,079","11,843,387"
Changing Lanes,"Apr 12, 2002",Thriller/Suspense,R,"$66,790,248","11,495,739"
Like Mike,"Jul 3, 2002",Comedy,PG,"$51,432,423","8,852,396"
The Tuxedo,"Sep 27, 2002",Action,PG-13,"$50,189,179","8,638,412"
Big Fat Liar,"Feb 8, 2002",Adventure,PG,"$47,811,275","8,229,135"
Drumline,"Dec 13, 2002",Comedy,PG-13,"$47,539,218","8,182,309"
Gangs of New York,"Dec 20, 2002",Drama,R,"$47,082,059","8,103,624"
Reign of Fire,"Jul 12, 2002",Action,PG-13,"$43,061,982","7,411,700"
Orange County,"Jan 11, 2002",Comedy,PG-13,"$41,059,716","7,067,076"
Windtalkers,"Jun 14, 2002",Action,R,"$40,914,068","7,042,008"
The Master of Disguise,"Aug 2, 2002",Comedy,PG,"$40,363,530","6,947,251"
I Am Sam,"Dec 28, 2001",Drama,PG-13,"$40,159,806","6,912,186"
Collateral Damage,"Feb 8, 2002",Action,R,"$40,048,332","6,893,000"
Enough,"May 24, 2002",Thriller/Suspense,PG-13,"$39,177,215","6,743,066"
Gosford Park,"Dec 26, 2001",Comedy,R,"$39,106,561","6,730,905"
Undercover Brother,"May 31, 2002",Comedy,PG-13,"$38,230,435","6,580,109"
Showtime,"Mar 15, 2002",Comedy,PG-13,"$37,948,765","6,531,629"
40 Days and 40 Nights,"Mar 1, 2002",Romantic Comedy,R,"$37,939,782","6,530,082"
Crossroads,"Feb 15, 2002",Drama,PG-13,"$37,188,667","6,400,803"
Clockstoppers,"Mar 29, 2002",Adventure,PG,"$36,985,501","6,365,834"
Friday After Next,"Nov 22, 2002",Comedy,R,"$32,588,293","5,609,000"
Murder by Numbers,"Apr 19, 2002",Thriller/Suspense,R,"$31,874,869","5,486,208"
The Royal Tenenbaums,"Dec 14, 2001",Black Comedy,R,"$31,656,156","5,448,563"
One Hour Photo,"Aug 21, 2002",Thriller/Suspense,R,"$31,597,131","5,438,404"
Monster's Ball,"Dec 26, 2001",Drama,R,"$30,888,234","5,316,391"
Analyze That,"Dec 6, 2002",Comedy,R,"$30,777,692","5,297,365"
The Banger Sisters,"Sep 20, 2002",Comedy,R,"$30,306,281","5,216,227"
Halloween: Resurrection,"Jul 12, 2002",Horror,R,"$30,259,652","5,208,201"
Bad Company,"Jun 7, 2002",Action,PG-13,"$30,157,016","5,190,536"
Dragonfly,"Feb 22, 2002",Thriller/Suspense,PG-13,"$30,063,805","5,174,493"
Ghost Ship,"Oct 25, 2002",Horror,R,"$29,879,445","5,142,761"
The Hot Chick,"Dec 13, 2002",Comedy,PG-13,"$29,852,872","5,138,187"
The New Guy,"May 10, 2002",Comedy,PG-13,"$28,972,187","4,986,607"
Swimfan,"Sep 6, 2002",Thriller/Suspense,PG-13,"$28,564,995","4,916,522"
Brown Sugar,"Oct 11, 2002",Romantic Comedy,PG-13,"$27,307,799","4,700,137"
All About the Benjamins,"Mar 8, 2002",Comedy,R,"$25,482,931","4,386,046"
The Transporter,"Oct 11, 2002",Action,PG-13,"$25,283,880","4,351,786"
The Sweetest Thing,"Apr 12, 2002",Romantic Comedy,R,"$24,430,272","4,204,866"
Eight Crazy Nights,"Nov 27, 2002",Musical,PG-13,"$23,443,124","4,034,961"
National Lampoon’s Van Wild…,"Apr 5, 2002",Comedy,R,"$21,305,259","3,666,998"
Super Troopers,"Feb 15, 2002",Comedy,R,"$18,492,362","3,182,850"
Punch-Drunk Love,"Oct 11, 2002",Comedy,R,"$17,791,031","3,062,139"
Eight Legged Freaks,"Jul 17, 2002",Comedy,PG-13,"$17,266,505","2,971,859"
Serving Sara,"Aug 23, 2002",Romantic Comedy,PG-13,"$16,930,185","2,913,973"
Empire,"Dec 6, 2002",Drama,R,"$16,611,085","2,859,050"
Kate and Leopold,"Dec 25, 2001",Romantic Comedy,PG-13,"$16,507,447","2,841,212"
Kung Pow: Enter the Fist,"Jan 25, 2002",Comedy,PG-13,"$16,033,556","2,759,648"
Le Fabuleux destin d'Amélie…,"Nov 2, 2001",Romantic Comedy,R,"$15,506,013","2,668,849"
Half Past Dead,"Nov 15, 2002",Action,PG-13,"$15,374,912","2,646,284"
"Life, or Something Like It","Apr 26, 2002",Romantic Comedy,PG-13,"$14,448,589","2,486,848"
Ballistic: Ecks vs. Sever,"Sep 20, 2002",Action,R,"$14,294,842","2,460,385"
The Good Girl,"Aug 7, 2002",Drama,R,"$14,018,296","2,412,787"
Stealing Harvard,"Sep 13, 2002",Comedy,PG-13,"$13,973,532","2,405,082"
Monsoon Wedding,"Feb 22, 2002",Comedy,R,"$13,876,974","2,388,463"
Y Tu Mamá También,"Mar 15, 2002",Drama,R,"$13,649,881","2,349,377"
Juwanna Mann,"Jun 21, 2002",Comedy,PG-13,"$13,571,817","2,335,940"
FearDotCom,"Aug 30, 2002",Horror,R,"$13,208,023","2,273,325"
Frailty,"Apr 12, 2002",Thriller/Suspense,R,"$13,110,448","2,256,531"
They,"Nov 27, 2002",Horror,PG-13,"$12,693,621","2,184,788"
Undisputed,"Aug 23, 2002",Drama,R,"$12,398,628","2,134,015"
Knockaround Guys,"Oct 11, 2002",Drama,R,"$11,660,180","2,006,915"
"Monsters, Inc.","Nov 2, 2001",Adventure,G,"$11,234,792","1,933,699"
Far From Heaven,"Nov 8, 2002",Drama,PG-13,"$11,230,060","1,932,884"
Abandon,"Oct 18, 2002",Thriller/Suspense,PG-13,"$10,719,367","1,844,985"
Le pacte des loups,"Jan 11, 2002",Action,R,"$10,527,229","1,811,915"
Sorority Boys,"Mar 22, 2002",Comedy,R,"$10,198,766","1,755,381"
S1m0ne,"Aug 23, 2002",Comedy,PG-13,"$9,680,913","1,666,250"
Death to Smoochy,"Mar 29, 2002",Black Comedy,R,"$8,355,815","1,438,178"
How High,"Dec 21, 2001",Comedy,R,"$7,057,185","1,214,661"
Moonlight Mile,"Sep 27, 2002",Drama,PG-13,"$6,788,377","1,168,395"
Femme Fatale,"Nov 6, 2002",Thriller/Suspense,R,"$6,630,252","1,141,179"
Deuces Wild,"May 3, 2002",Drama,R,"$6,044,618","1,040,381"
Spirited Away (千と千尋の神隠し)…,"Sep 20, 2002",Adventure,PG,"$5,462,320","940,158"
Formula 51,"Oct 18, 2002",Action,R,"$5,204,007","895,698"
Behind Enemy Lines,"Nov 30, 2001",Action,PG-13,"$5,148,245","886,100"
The Lion King,"Jun 15, 1994",Adventure,G,"$5,022,506","864,458"
Birthday Girl,"Feb 1, 2002",Thriller/Suspense,R,"$4,919,896","846,797"
Hollywood Ending,"May 3, 2002",Romantic Comedy,PG-13,"$4,839,383","832,940"
Slackers,"Feb 1, 2002",Romantic Comedy,R,"$4,814,244","828,613"
Igby Goes Down,"Sep 13, 2002",Comedy,R,"$4,681,503","805,766"
Italian for Beginners,"Jan 18, 2002",Romantic Comedy,R,"$4,447,186","765,436"
The Adventures of Pluto Nash,"Aug 16, 2002",Comedy,PG-13,"$4,411,102","759,225"
The Majestic,"Dec 21, 2001",Drama,PG,"$4,337,555","746,567"
T-Rex: Back to the Cretaceous,"Oct 23, 1998",Adventure,Not Rated,"$4,301,999","740,447"
Men with Brooms,"Mar 8, 2002",Comedy,R,"$4,239,767","729,736"
Lovely and Amazing,"Jun 28, 2002",Drama,R,"$4,210,379","724,677"
Mostly Martha (Drei Sterne),"Aug 16, 2002",Comedy,PG,"$4,139,417","712,464"
Thirteen Conversations Abou…,"May 24, 2002",Drama,R,"$3,287,435","565,823"
American Adobo,"Jan 25, 2002",Romantic Comedy,R,"$3,094,699","532,650"
Sunshine State,"Jun 21, 2002",Drama,PG-13,"$3,064,356","527,427"
Paid in Full,"Oct 25, 2002",Drama,R,"$3,042,188","523,612"
Joe Somebody,"Dec 21, 2001",Comedy,PG,"$3,009,392","517,967"
Tadpole,"Jul 19, 2002",Comedy,PG-13,"$2,810,893","483,802"
Not Another Teen Movie,"Dec 14, 2001",Comedy,R,"$2,633,589","453,285"
Sex and Lucia,"Jul 12, 2002",Drama,R,"$2,628,241","452,365"
Full Frontal,"Aug 2, 2002",Comedy,R,"$2,512,846","432,503"
Hable con ella,"Nov 22, 2002",Drama,R,"$2,304,186","396,589"
Haunted Castle,"Mar 2, 2001",Horror,PG,"$2,246,943","386,737"
State Property,"Jan 18, 2002",Action,R,"$2,099,719","361,397"
Shallow Hal,"Nov 9, 2001",Romantic Comedy,PG-13,"$2,018,309","347,385"
Galapagos,"Oct 29, 1999",Documentary,Not Rated,"$1,781,616","306,646"
Seraphin un Homme et Son,"Nov 29, 2002",Drama,Not Rated,"$1,691,000","291,049"
Late Marriage,"May 17, 2002",Drama,Not Rated,"$1,551,470","267,034"
Ararat,"Nov 15, 2002",Drama,R,"$1,510,307","259,949"
Black Knight,"Nov 21, 2001",Adventure,PG-13,"$1,480,102","254,750"
Mulholland Drive,"Oct 8, 2001",Thriller/Suspense,R,"$1,439,545","247,770"
The Man from Elysian Fields,"Sep 27, 2002",Comedy,R,"$1,397,734","240,573"
Cirque du Soleil - Journey …,"May 5, 2000",Musical,G,"$1,369,855","235,775"
Read My Lips,"Jul 5, 2002",Drama,R,"$1,359,133","233,929"
The Singles Ward,"Feb 1, 2002",Comedy,PG,"$1,250,798","215,283"
Roger Dodger,"Oct 25, 2002",Black Comedy,R,"$1,228,884","211,511"
Nueve Reinas,"Apr 19, 2002",Drama,R,"$1,222,889","210,480"
Kandahar,"Dec 14, 2001",Drama,Not Rated,"$1,195,412","205,750"
Equilibrium,"Dec 6, 2002",Action,R,"$1,190,018","204,822"
Bollywood/Hollywood,"Oct 25, 2002",Romantic Comedy,PG-13,"$1,161,947","199,990"
Crush,"Apr 5, 2002",Romantic Comedy,R,"$1,081,130","186,080"
My Wife is an Actress (Ma F…,"Jul 12, 2002",Comedy,R,"$1,056,063","181,766"
The Last Kiss,"Aug 16, 2002",Drama,R,"$1,048,950","180,542"
The Son's Room,"Jan 25, 2002",Drama,R,"$1,014,416","174,598"
Time Changer,"Oct 25, 2002",Drama,PG,"$980,457","168,753"
Kaante,"Dec 20, 2002",Drama,R,"$944,272","162,525"
Storytelling,"Jan 25, 2002",Drama,R,"$912,442","157,046"
Spy Game,"Nov 21, 2001",Action,R,"$909,045","156,462"
Pandora's Box,"Aug 9, 2002",Thriller/Suspense,R,"$881,950","151,798"
Russkiy kovcheg,"Dec 13, 2002",Drama,Not Rated,"$870,984","149,911"
Heaven,"Oct 4, 2002",Thriller/Suspense,R,"$774,317","133,273"
No Man's Land,"Dec 7, 2001",Drama,R,"$764,726","131,622"
Cyberworld 3D,"Oct 6, 2000",Adventure,Not Rated,"$714,586","122,992"
Human Nature,"Apr 12, 2002",Comedy,R,"$705,308","121,395"
The Salton Sea,"Apr 26, 2002",Thriller/Suspense,R,"$676,698","116,471"
Savage Messiah,"Apr 26, 2002",Drama,R,"$666,850","114,776"
The Debut,"Mar 16, 2001",Comedy,R,"$664,564","114,382"
Son of the Bride,"Mar 22, 2002",Comedy,R,"$624,153","107,427"
Below,"Oct 11, 2002",Horror,R,"$589,424","101,449"
Forgive Me Father,"Jan 26, 2001",Drama,R,"$559,622","96,320"
The Man Who Wasn't There,"Oct 31, 2001",Drama,R,"$522,943","90,007"
Trembling Before G-D,"Oct 26, 2001",Documentary,Not Rated,"$482,214","82,997"
Domestic Disturbance,"Nov 2, 2001",Thriller/Suspense,PG-13,"$415,485","71,512"
The Believer,"May 17, 2002",Drama,R,"$406,035","69,885"
"Scotland, PA","Feb 8, 2002",Comedy,R,"$384,098","66,109"
Welcome to Collinwood,"Oct 4, 2002",Comedy,R,"$378,650","65,172"
The Fluffer,"Nov 16, 2001",Drama,R,"$376,802","64,854"
Moulin Rouge,"May 18, 2001",Musical,PG-13,"$320,807","55,216"
Alien Adventure,"Apr 14, 2000",Comedy,Not Rated,"$316,045","54,396"
Narc,"Dec 20, 2002",Thriller/Suspense,R,"$315,168","54,245"
Jibeuro,"Nov 15, 2002",Drama,PG,"$305,107","52,514"
Waking Life,"Oct 19, 2001",Drama,R,"$302,372","52,043"
The Devil's Backbone,"Nov 21, 2001",Horror,R,"$302,182","52,010"
The Château,"Aug 9, 2002",Comedy,R,"$301,175","51,837"
Out Cold,"Nov 21, 2001",Comedy,PG-13,"$298,503","51,377"
"The Bread, My Sweet","Nov 22, 2002",Romantic Comedy,PG-13,"$297,335","51,176"
Waking Up in Reno,"Oct 25, 2002",Romantic Comedy,R,"$261,603","45,026"
The Business of Strangers,"Dec 7, 2001",Drama,R,"$247,945","42,675"
Circuit,"Apr 26, 2002",Drama,Not Rated,"$235,087","40,462"
Corky Romano,"Oct 12, 2001",Comedy,PG-13,"$197,636","34,016"
Shichinin no samurai,"Nov 19, 1956",Action,Not Rated,"$183,443","31,573"
The Business of Fancy Dancing,"May 10, 2002",Drama,Not Rated,"$174,682","30,065"
Monty Python and the Holy G…,"May 10, 1975",Comedy,PG,"$169,974","29,255"
Fat Girl,"Oct 12, 2001",Drama,Not Rated,"$169,037","29,094"
Cherish,"Jun 7, 2002",Comedy,R,"$160,268","27,584"
Shiqi sui de dan che,"Jan 25, 2002",Drama,PG-13,"$157,279","27,070"
All or Nothing,"Oct 25, 2002",Drama,R,"$153,063","26,344"
Across The Sea of Time,"Oct 20, 1995",Adventure,G,"$143,710","24,734"
